branch_code,name,city,street,building_number,orientation_number,longitude,latitude
z-box-znojmo-dobsicka-3545-12-pro-doma,Z-BOX,Znojmo,Dobšická,3545,12,16.07504,48.85275
z-box-moravske-budejovice-myslbekova-1079,Z-BOX,Moravské Budějovice,Myslbekova,1079,,15.81746,49.04956
dobsice-za-skolkou,Z-BOX,Dobšice,Za Školkou,,,16.07975,48.8505
z-box-kucharovice-8-kvetna-98,Z-BOX,Kuchařovice,8. Května,98,,16.07652,48.87635
z-box-jakubov-u-moravskych-budejovic-jakubov-u-moravskych-budejovic-154,Z-BOX,Jakubov u Moravských Budějovic,Jakubov u Moravských Budějovic,154,,15.76202,49.08167
z-box-unanov-unanov-463,Z-BOX,Únanov,Únanov,463,,16.06441,48.90019
z-box-suchohrdly-teseticka-114,Z-BOX,Suchohrdly,Těšetická,114,,16.09557,48.86854
z-box-studena-nam-sv-j-nepomuckeho-526,Z-BOX,Studená,náměstí Sv. J. Nepomuckého,526,,15.28618,49.18403
z-box-strachotice-strachotice-66,Z-BOX,Strachotice,Strachotice,66,,16.17231,48.79623
z-box-jevisovice-jevisovice-417,Z-BOX,Jevišovice,Jevišovice,417,,15.9868,48.98329
z-box-tasovice-tasovice-195,Z-BOX,Tasovice,Tasovice,195,,16.15558,48.83679
z-box-krhovice-krhovice-79,Z-BOX,Krhovice,Krhovice,79,,16.17377,48.81576
z-box-hodonice-nadrazni-172,Z-BOX,Hodonice,Nádražní,172,,16.1641,48.84139
z-box-lesonice-lesonice-117-u-obecniho-uradu,Z-BOX,Lesonice,Lesonice,117,,15.7584,49.10916
z-box-jaroslavice-namesti-122,Z-BOX,Jaroslavice,Náměstí,122,,16.23259,48.75609
z-box-krahulci-krahulci-85,Z-BOX,Krahulčí,Krahulčí,85,,15.4154,49.18222
z-box-telc-svatojanska-526,Z-BOX,Telč,Svatojánská,526,,15.44917,49.17964
z-box-tesetice-u-znojma-tesetice-413,Z-BOX,Těšetice u Znojma,Těšetice,413,,16.15767,48.8882
z-box-zeletava-nam-miru-157,Z-BOX,Želetava,náměstí Míru,157,,15.6728,49.14255
z-box-telc-slavickova-384,Z-BOX,Telč,Slavíčkova,384,,15.46277,49.18125
z-box-hradek-u-znojma-hradek-206,Z-BOX,Hrádek u Znojma,Hrádek,206,,16.26954,48.77768
z-box-prosimerice-prosimerice-parkoviste-u-zs,Z-BOX,Prosiměřice,Prosiměřice,,,16.19279,48.90159
z-box-horni-dunajovice-horni-dunajovice-102,Z-BOX,Horní Dunajovice,Horní Dunajovice,102,,16.15957,48.94946
z-box-telc-jana-zizky-362,Z-BOX,Telč,Jana Žižky,362,,15.45546,49.18742
z-box-mrakotin-mrakotin-99-u-tenisoveho-hriste,Z-BOX,Mrákotín,Mrákotín,99,,15.38003,49.19016
z-box-stara-rise-stara-rise-124-vedle-uradu-mestyse,Z-BOX,Stará Říše,Stará Říše,124,,15.59463,49.17911
z-box-bozice-bozice-380,Z-BOX,Božice,Božice,380,,16.28719,48.83475
z-box-oleksovice-oleksovice-3-bus-u-potoka,Z-BOX,Oleksovice,Oleksovice,3,,16.24354,48.90443
z-box-visnove-visnove-296,Z-BOX,Višňové,Višňové,296,,16.1506,48.98104
visnove-visnove,Z-BOX,Višňové,Višňové,,,16.14361,48.9891
caslavice-caslavice-210,Z-BOX,Čáslavice,Čáslavice,210,,15.77233,49.15187
z-box-hevlin-hevlin-61,Z-BOX,Hevlín,Hevlín,61,,16.38082,48.75122
z-box-tavikovice-tavikovice-1,Z-BOX,Tavíkovice,Tavíkovice,1,,16.1069,49.03209
z-box-studena-pocatecka-23,Z-BOX,Studená,Počátecká,23,,15.28193,49.18996
z-box-sanov-u-hrusovan-nad-jevisovkou-komenskeho-358,Z-BOX,Šanov u Hrušovan nad Jevišovkou,Komenského,358,,16.38231,48.80698
z-box-hosteradice-chlupice-471-cs-krchnavy,Z-BOX,Hostěradice,Chlupice,471,,16.25118,48.94784
z-box-hrabetice-hlavni-61,Z-BOX,Hrabětice,Hlavní,61,,16.39548,48.79688
z-box-mysliborice-mysliborice-210,Z-BOX,Myslibořice,Myslibořice,210,,15.9843,49.10247
z-box-brezany-brezany-103,Z-BOX,Břežany,Břežany,103,,16.34298,48.87004
z-box-hrusovany-nad-jevisovkou-nerudova-1071,Z-BOX,Hrušovany nad Jevišovkou,Nerudova,1071,,16.39677,48.82764
z-box-predin-predin-23,Z-BOX,Předín,Předín,23,,15.67832,49.19587
rouchovany-rouchovany-329-1,Z-BOX,Rouchovany,Rouchovany,329,,16.10763,49.07004
z-box-hrusovany-nad-jevisovkou-litobratricka-1078,Z-BOX,Hrušovany nad Jevišovkou,Litobratřická,1078,,16.40095,48.83403
z-box-miroslav-mlynska-632-21,Z-BOX,Miroslav,Mlýnská,632,21,16.31158,48.94477
z-box-miroslav-husova-76-53,Z-BOX,Miroslav,Husova,76,53,16.31111,48.94619
z-box-miroslav-brnenska-78,Z-BOX,Miroslav,Brněnská,78,,16.31323,48.94612
z-box-miroslav-nadrazni-1339,Z-BOX,Miroslav,Nádražní,1339,,16.32528,48.94031
miroslav-kostelni-198-17,Z-BOX,Miroslav,Kostelní,198,17,16.31293,48.95081
z-box-rokytnice-nad-rokytnou-rokytnice-nad-rokytnou-67,Z-BOX,Rokytnice nad Rokytnou,Rokytnice nad Rokytnou,67,,15.77295,49.18482
z-box-hrotovice-bri-lohniskych-118,Z-BOX,Hrotovice,Bří Lohniských,118,,16.06345,49.10752
z-box-jevisovka-drnholecka-97,Z-BOX,Jevišovka,Drnholecká,97,,16.46591,48.82839
z-box-jirice-u-miroslavi-jirice-u-miroslavi-48,Z-BOX,Jiřice u Miroslavi,Jiřice u Miroslavi,48,,16.39126,48.92067
z-box-vemyslice-vemyslice-31,Z-BOX,Vémyslice,Vémyslice,31,,16.25667,49.02227
z-box-suchohrdly-u-miroslavi-suchohrdly-u-miroslavi-57,Z-BOX,Suchohrdly u Miroslavi,Suchohrdly u Miroslavi,57,,16.36494,48.94519
z-box-dukovany-dukovany-269,Z-BOX,Dukovany,Dukovany,269,,16.14342,49.08896
z-box-novosedly-novosedly-183,Z-BOX,Novosedly,Novosedly,183,,16.49433,48.83622
z-box-drnholec-namesti-svobody-560-cerpaci-stanice-zaris,Z-BOX,Drnholec,náměstí Svobody,560,,16.48736,48.85626
z-box-troskotovice-troskotovice-58,Z-BOX,Troskotovice,Troskotovice,58,,16.43457,48.919
z-box-dukovany-dukovany-188,Z-BOX,Dukovany,Dukovany,188,,16.19135,49.08036
z-box-dalesice-dalesice-87,Z-BOX,Dalešice,Dalešice,87,,16.0816,49.12887
z-box-bohutice-bohutice-7,Z-BOX,Bohutice,Bohutice,7,,16.35921,48.99085
valec-valec-109,Z-BOX,Valeč,Valeč,109,,16.0374,49.14465
z-box-dobre-pole-dobre-pole-1,Z-BOX,Dobré Pole,Dobré Pole,1,,16.53558,48.8259
z-box-moravsky-krumlov-tiskarenska-1275,Z-BOX,Moravský Krumlov,Tiskárenská,1275,,16.30817,49.03787
z-box-brezi-u-mikulova-hlavni-28-28,Z-BOX,Březí u Mikulova,Hlavní,28,28,16.5634,48.81882
branisovice-branisovice-57,Z-BOX,Branišovice,Branišovice,57,,16.43207,48.96237
z-box-moravsky-krumlov-ivancicka-222,Z-BOX,Moravský Krumlov,Ivančická,222,,16.30339,49.04468
z-box-brod-nad-dyji-brod-nad-dyji-45,Z-BOX,Brod nad Dyjí,Brod nad Dyjí,45,,16.53728,48.87653
z-box-moravsky-krumlov-bozeny-nemcove-613,Z-BOX,Moravský Krumlov,Boženy Němcové,613,,16.3122,49.04537
z-box-vlasatice-vlasatice-149,Z-BOX,Vlasatice,Vlasatice,149,,16.48395,48.9342
z-box-vedrovice-za-obecnim-uradem,Z-BOX,Vedrovice (za obecním úřadem),Vedrovice (za obecním úřadem),,,16.37681,49.02077
mikulov-republikanske-obrany-916-7,Z-BOX,Mikulov,Republikánské obrany,916,7,16.63122,48.80044
z-box-pasohlavky-pasohlavky-3,Z-BOX,Pasohlávky,Pasohlávky,3,,16.5438,48.90295
z-box-bavory-bavory-9,Z-BOX,Bavory,Bavory,9,,16.62289,48.83489
mohelno-mohelno-15,Z-BOX,Mohelno,Mohelno,15,,16.19323,49.11621
klentnice-klentnice-24,Z-BOX,Klentnice,Klentnice,24,,16.64422,48.84393
z-box-sedlec-u-mikulova-sedlec-99,Z-BOX,Sedlec u Mikulova,Sedlec,99,,16.6968,48.77913
z-box-horni-vestonice-horni-vestonice-131,Z-BOX,Horní Věstonice,Horní Věstonice,131,,16.62435,48.87547
z-box-ivan-ivan-276,Z-BOX,Ivaň,Ivaň,276,,16.57601,48.92972
z-box-lodenice-u-brna-lodenice-114,Z-BOX,Loděnice u Brna,Loděnice,114,,16.46305,49.01129
z-box-jezerany-marsovice-jezerany-marsovice-259,Z-BOX,Jezeřany-Maršovice,Jezeřany-Maršovice,259,,16.43076,49.03431
z-box-pohorelice-brnenska-1,Z-BOX,Pohořelice,Brněnská,1,,16.52557,48.98305
z-box-pavlov-klentnicka-121,Z-BOX,Pavlov,Klentnická,121,,16.67356,48.87414
z-box-milovice-u-mikulova-milovice-35,Z-BOX,Milovice u Mikulova,Milovice,35,,16.69813,48.85241
z-box-pribice-pribice-98,Z-BOX,Přibice,Přibice,98,,16.57417,48.96073
z-box-strachotin-strachotin-350,Z-BOX,Strachotín,Strachotín,350,,16.65093,48.90484
hlohovec-hlavni,Z-BOX,Hlohovec,Hlavní(Autobusová Zastávka),,,16.77116,48.77592
z-box-pouzdrany-hlavni-326,Z-BOX,Pouzdřany,Hlavní,326,,16.6263,48.93721
z-box-bulhary-bulhary-262,Z-BOX,Bulhary,Bulhary,262,,16.74899,48.83116
z-box-vranovice-nova-602,Z-BOX,Vranovice,Nová,602,,16.61048,48.96665
sakvice-hlavni-42,Z-BOX,Šakvice,Hlavní,42,,16.71877,48.89666
breclav-na-valticke-1206,Z-BOX,Břeclav,Na Valtické,1206,,16.85162,48.75568
z-box-breclav-charvatska-nova-ves-lednicka-61-89,Z-BOX,Břeclav,Charvátská Nová Ves,,,16.8464,48.76663
z-box-breclav-na-valticke-336-3,Z-BOX,Břeclav,Na Valtické,336,3,16.85778,48.75686
z-box-zajeci-dlazdena-407,Z-BOX,Zaječí,Dlážděná,407,,16.7671,48.87298
z-box-breclav-u-nemocnice-3066-1,Z-BOX,Břeclav,U Nemocnice,3066,1,16.88062,48.75328
z-box-breclav-pod-zamkem-3458-2,Z-BOX,Břeclav,Pod Zámkem,3458,2,16.8774,48.75894
z-box-breclav-17-listopadu-2964-1,Z-BOX,Břeclav,17. listopadu,2964,1,16.88457,48.75752
z-box-breclav-jungmannova-2883-3,Z-BOX,Břeclav,Jungmannova,2883,3,16.88868,48.75463
z-box-breclav-u-splavu-2911,Z-BOX,Břeclav,U Splavu,2911,,16.88483,48.76542
breclav-slovacka-722,Z-BOX,Břeclav,Slovácká,722,,16.89251,48.75642
z-box-breclav-gen-simka-2611-44,Z-BOX,Břeclav,Gen. Šimka,2611,44,16.88636,48.77388
breclav-lidicka-3007,Z-BOX,Břeclav,Lidická,3007,,16.89022,48.76942
ladna-na-trkmance-99-29,Z-BOX,Ladná,Na Trkmance,99,29,16.86895,48.8043
rakvice-zahradni-634,Z-BOX,Rakvice,Zahradní,634,,16.81475,48.85936
z-box-breclav-lidicka-3341-137-tesco,Z-BOX,Břeclav,Lidická,3341,137,16.90211,48.77993
z-box-podivin-bratislavska-922,Z-BOX,Podivín,Bratislavská,922,,16.85877,48.82931
lanzhot-nova-179,Z-BOX,Lanžhot,Nová,179,,16.95767,48.72244
z-box-lanzhot-masarykova-1194,Z-BOX,Lanžhot,Masarykova,1194,,16.96391,48.72869
z-box-hustopece-nadrazni-509,Z-BOX,Hustopeče,Nádražní,509,,16.73044,48.9351
z-box-kostice-nova-142-2,Z-BOX,Kostice,Nová,142,2,16.98073,48.74581
z-box-uhercice-uhercice-72,Z-BOX,Uherčice,Uherčice,72,,16.65484,48.96744
z-box-hustopece-bratislavska-552-27,Z-BOX,Hustopeče,Bratislavská,552,27,16.73477,48.93881
z-box-starovice-starovice-202,Z-BOX,Starovice,Starovice,202,,16.70732,48.95086
z-box-velke-bilovice-nam-osvoboditelu-336,Z-BOX,Velké Bílovice,náměstí Osvoboditelů,336,,16.89067,48.85069
z-box-velke-pavlovice-brnenska-191,Z-BOX,Velké Pavlovice,Brněnská,191,,16.81743,48.89799
z-box-hustopece-u-vetrolamu-1161-15,Z-BOX,Hustopeče,U Větrolamu,1161,15,16.72509,48.94352
z-box-hrusky-u-breclavi-polni-562-eurobit-cs,Z-BOX,Hrušky u Břeclavi,Polní,562,,16.96288,48.79634
z-box-moravsky-zizkov-breclavska-222,Z-BOX,Moravský Žižkov,Břeclavská,222,,16.93208,48.83332
hustopece-hybesova-62-14,Z-BOX,Hustopeče,Hybešova,62,14,16.72773,48.94592
z-box-prusanky-prusanky-198-potraviny,Z-BOX,Prušánky,Prušánky,198,,16.97783,48.83177
boretice-boretice-503,Z-BOX,Bořetice,Bořetice,503,,16.85493,48.91352
z-box-nemcicky-nemcicky-221,Z-BOX,Němčičky,Němčičky,221,,16.82117,48.9345
z-box-horni-bojanovice-horni-bojanovice-93,Z-BOX,Horní Bojanovice,Horní Bojanovice,93,,16.80002,48.9498
z-box-vrbice-u-velkych-pavlovic-vrbice-344,Z-BOX,Vrbice u Velkých Pavlovic,Vrbice,344,,16.89738,48.91508
z-box-mikulcice-tesice-556,Z-BOX,Mikulčice,Těšice,556,,17.05337,48.82191
z-box-stary-poddvorov-stary-poddvorov-286,Z-BOX,Starý Poddvorov,Starý Poddvorov,286,,16.98191,48.87818
z-box-dolni-bojanovice-dlouha-288,Z-BOX,Dolní Bojanovice,Dlouhá,288,,17.0313,48.85725
z-box-kobyli-kobyli-673,Z-BOX,Kobylí,Kobylí,673,,16.88375,48.93215
z-box-luzice-velkomoravska-248,Z-BOX,Lužice,Velkomoravská,248,,17.06896,48.83725
z-box-luzice-velkomoravska-227,Z-BOX,Lužice,Velkomoravská,227,,17.07223,48.84135
z-box-boleradice-boleradice-434,Z-BOX,Boleradice,Boleradice,434,,16.81275,48.96768
velke-nemcice-brnenska-554,Z-BOX,Velké Němčice,Brněnská,554,,16.67807,48.98913
z-box-morkuvky-morkuvky-113,Z-BOX,Morkůvky,Morkůvky,113,,16.86256,48.96627
hodonin-kratka-4225-4,Z-BOX,Hodonín,Krátká,4225,4,17.11703,48.85218
z-box-hodonin-zamecke-namesti-4418-4,Z-BOX,Hodonín,Zámecké náměstí,4418,4,17.12662,48.84697
z-box-mutenice-slovacka-228,Z-BOX,Mutěnice,Slovácká,228,,17.02995,48.90488
z-box-hodonin-sv-cecha-3844-22,Z-BOX,Hodonín,Sv. Čecha,3844,22,17.1249,48.85181
z-box-hodonin-masarykovo-namesti-257,Z-BOX,Hodonín,Masarykovo náměstí,257,,17.12944,48.85019
hodonin-cajkovskeho-45,Z-BOX,Hodonín,Čajkovského,45,,17.12186,48.86233
z-box-brumovice-brumovice-312,Z-BOX,Brumovice,Brumovice,312,,16.89633,48.96416
z-box-divaky-divaky-32,Z-BOX,Diváky,Diváky,32,,16.79174,48.98865
z-box-nikolcice-nikolcice-308,Z-BOX,Nikolčice,Nikolčice,308,,16.7536,48.99471
hovorany-hovorany-131,Z-BOX,Hovorany,Hovorany,131,,16.98524,48.95441
z-box-krepice-krepice-246,Z-BOX,Křepice,Křepice,246,,16.72371,49.00099
z-box-dubnany-na-piskach-1236,Z-BOX,Dubňany,Na Pískách,1236,,17.0841,48.91824
z-box-dubnany-nam-15-dubna-1088,Z-BOX,Dubňany,Nám. 15.dubna,1088,,17.09589,48.91692
z-box-rohatec-hodoninska-928,Z-BOX,Rohatec,Hodonínská,928,,17.18147,48.88034
z-box-dubnany-komenskeho-1787,Z-BOX,Dubňany,Komenského,1787,,17.10344,48.92097
z-box-klobouky-u-brna-masarykova-757-1,Z-BOX,Klobouky u Brna,Masarykova,757,1,16.8595,48.99631
krumvir-krumvir-418,Z-BOX,Krumvíř,Krumvíř,418,,16.90857,48.99
sardice-sardice-436,Z-BOX,Šardice,Šardice,436,,17.03409,48.96193
z-box-sardice-sardice-675,Z-BOX,Šardice,Šardice,675,,17.0302,48.96407
z-box-sudomerice-sudomerice-322,Z-BOX,Sudoměřice,Sudoměřice,322,,17.25086,48.86995
ratiskovice-skolni-321,Z-BOX,Ratíškovice,Školní,321,,17.16292,48.92031
z-box-ratiskovice-radky-1290,Z-BOX,Ratíškovice,Řádky,1290,,17.17032,48.91875
z-box-petrov-petrov-44,Z-BOX,Petrov,Petrov,44,,17.27669,48.88176
z-box-radejov-radejov-263,Z-BOX,Radějov,Radějov,263,,17.34341,48.85941
vacenovice-vacenovice-451,Z-BOX,Vacenovice,Vacenovice,451,,17.17537,48.94508
z-box-svatoborice-mistrin-hlavni-1164-206-cs-mvd-s-r-o,Z-BOX,Svatobořice-Mistřín,Hlavní,1164,206,17.08354,48.97365
svatoborice-mistrin-hlavni-205,Z-BOX,Svatobořice Mistřín,Hlavní,205,,17.09292,48.98062
z-box-straznice-kostelni-1407-9,Z-BOX,Strážnice,Kostelní,1407,9,17.31498,48.90045
z-box-tvarozna-lhota-tvarozna-lhota-275,Z-BOX,Tvarožná Lhota,Tvarožná Lhota,275,,17.35676,48.87916
z-box-nenkovice-nenkovice-37,Z-BOX,Nenkovice,Nenkovice,37,,17.01114,49.00414
z-box-knezdub-knezdub-40,Z-BOX,Kněždub,Kněždub,40,,17.39633,48.88694
z-box-vracov-vypalena-622,Z-BOX,Vracov,Vypálená,622,,17.21245,48.97255
z-box-vnorovy-hlavni-718,Z-BOX,Vnorovy,Hlavní,718,,17.3512,48.93153
z-box-tasov-tasov-179,Z-BOX,Tasov,Tasov,179,,17.42847,48.90678
z-box-bzenec-vracovska-1578-kik,Z-BOX,Bzenec,Vracovská,1578,,17.25991,48.97382
z-box-bzenec-j-wolkra-788,Z-BOX,Bzenec,J.Wolkra,788,,17.29032,48.97301
z-box-kyjov-brandlova-1376-super-zoo,Z-BOX,Kyjov,Brandlova,1376,,17.13381,49.00795
veseli-nad-moravou-trida-masarykova-1192-1,Z-BOX,Veselí nad Moravou,Třída Masarykova,1192,,17.373,48.9469
veseli-nad-moravou-stolarska-666,Z-BOX,Veselí nad Moravou,Stolařská,666,,17.38414,48.95144
veseli-nad-moravou-blatnicka-1673,Z-BOX,Veselí nad Moravou,Blatnická,1673,,17.39718,48.9469
kyjov-zizkova-1027,Z-BOX,Kyjov,Žižkova,1027,,17.1224,49.01108
z-box-veseli-nad-moravou-hutnik-1505,Z-BOX,Veselí nad Moravou,Hutník,1505,,17.3926,48.95045
z-box-veseli-nad-moravou-chaloupky-1755,Z-BOX,Veselí nad Moravou,Chaloupky,1755,,17.38528,48.95443
z-box-veseli-nad-moravou-hutnik-1503,Z-BOX,Veselí nad Moravou,Hutník,1503,,17.39261,48.95476
veseli-nad-moravou-tr-masarykova-1556,Z-BOX,Veselí nad Moravou,Tř. Masarykova,1556,,17.38789,48.95777
z-box-kyjov-sidliste-u-vodojemu-1281,Z-BOX,Kyjov,Sídliště U Vodojemu,1281,,17.13534,49.0124
z-box-temice-temice-180,Z-BOX,Těmice,Těmice,180,,17.2637,49.00049
z-box-moravsky-pisek-sportovni-244,Z-BOX,Moravský Písek,Sportovní,244,,17.3303,48.98966
z-box-blatnice-pod-svatym-antoninkem-blatnice-pod-svatym-antoninkem-196,Z-BOX,Blatnice pod Svatým Antonínkem,Blatnice pod Svatým Antonínkem,196,,17.46607,48.94699
uhersky-ostroh-ve-dvore-838-1,Z-BOX,Uherský Ostroh,Ve Dvoře,838,,17.40172,48.98581
z-box-zeravice-zeravice-204,Z-BOX,Žeravice,Žeravice,204,,17.23657,49.02326
z-box-kostelec-u-kyjova-kostelec-143,Z-BOX,Kostelec u Kyjova,Kostelec,143,,17.15348,49.02662
z-box-ostrozska-nova-ves-chrib-167,Z-BOX,Ostrožská Nová Ves,Chříb,167,,17.42824,48.99597
z-box-veterov-veterov-114,Z-BOX,Věteřov,Věteřov,114,,17.05397,49.02954
z-box-slavkov-u-veseli-nad-moravou-slavkov-114,Z-BOX,Slavkov u Veselí nad Moravou,Slavkov,114,,17.61199,48.94561
hluk-druzstevni-1531,Z-BOX,Hluk,Družstevní,1531,,17.51645,48.98173
z-box-ostrozska-nova-ves-lhotska-920-coop-jednota,Z-BOX,Ostrožská Nová Ves,Lhotská,920,,17.43489,49.00474
z-box-strani-u-tricatku-166-coop-jednota,Z-BOX,Strání,U Třicátku,166,,17.70765,48.90101
hluk-nam-komenskeho-151-1,Z-BOX,Hluk,Nám Komenského,151,,17.52701,48.98687
z-box-orechov-u-uherskeho-hradiste-orechov-105,Z-BOX,Ořechov u Uherského Hradiště,Ořechov,105,,17.30075,49.0308
dolni-nemci-nivnicka-773,Z-BOX,Dolní Němčí,Nivnická,773,,17.58552,48.96795
polesovice-polesovice-632-1,Z-BOX,Polešovice,Polešovice,632,,17.34973,49.02919
nedakonice-nedakonice-216,Z-BOX,Nedakonice,Nedakonice,216,,17.37942,49.03073
z-box-moravany-u-kyjova-moravany-73,Z-BOX,Moravany u Kyjova,Moravany,73,,17.16957,49.04011
nivnice-poradi-806,Z-BOX,Nivnice,Pořádí,806,,17.64496,48.97662
z-box-vlcnov-vlcnov-127,Z-BOX,Vlčnov,Vlčnov,127,,17.58107,49.01052
z-box-vlcnov-vlcnov-990-coop-jednota,Z-BOX,Vlčnov,Vlčnov,990,,17.584,49.00997
kunovice-cervena-cesta-317-1,Z-BOX,Kunovice u Uherského Hradiště,Červená cesta,317,,17.46393,49.03703
z-box-sucha-loz-sucha-loz-72,Z-BOX,Suchá Loz,Suchá Loz,72,,17.71226,48.97001
kunovice-namesti-svobody-1457,Z-BOX,Kunovice,Náměstí Svobody,1457,,17.46553,49.04115
z-box-bystrice-pod-lopenikem-bystrice-pod-lopenikem-173,Z-BOX,Bystřice pod Lopeníkem,Bystřice pod Lopeníkem,173,,17.75523,48.97583
z-box-uhersky-brod-sidl-olsava-2212-2212,Z-BOX,Uherský Brod,Sídl. Olšava,2212,2212,17.6484,49.01312
z-box-veletiny-veletiny-141,Z-BOX,Veletiny,Veletiny,141,,17.56176,49.03632
z-box-uhersky-brod-vlcnovska-2590,Z-BOX,Uherský Brod,Vlčnovská,2590,,17.64095,49.02123
z-box-uhersky-brod-vlcnovska-2066-pepco,Z-BOX,Uherský Brod,Vlčnovská,2066,,17.64946,49.02012
uhersky-brod-tkalcovska-854,Z-BOX,Uherský Brod,Tkalcovská,854,,17.64831,49.02315
z-box-uhersky-brod-rybarska-2481-tesco,Z-BOX,Uherský Brod,Rybářská,2481,,17.6557,49.02315
z-box-uhersky-brod-mocidla-2873-automycka-wash-me,Z-BOX,Uherský Brod,Močidla,2873,,17.66068,49.02565
z-box-uhersky-brod-lidicka-951,Z-BOX,Uherský Brod,Lidická,951,,17.64469,49.02952
uhersky-brod-prosna,Z-BOX,Uherský Brod,Prosná,,,17.63638,49.03112
uhersky-brod-hlavni-1204,Z-BOX,Uherský Brod,Hlavní,1204,,17.65926,49.02686
uhersky-brod-partyzanu-2031,Z-BOX,Uherský Brod,Partyzánů,2031,,17.65116,49.02956
uhersky-brod-nam-1-maje-1,Z-BOX,Uherský Brod,Nám. 1. máje,,,17.65695,49.02882
z-box-drslavice-drslavice-93,Z-BOX,Drslavice,Drslavice,93,,17.59707,49.04801
z-box-popovice-popovice-386,Z-BOX,Popovice,Popovice,386,,17.53021,49.05392
z-box-sumice-sumice-532,Z-BOX,Šumice,Šumice,532,,17.7213,49.02842
z-box-zahorovice-zahorovice-11,Z-BOX,Záhorovice,Záhorovice,11,,17.77465,49.02258
z-box-uherske-hradiste-tr-marsala-malinovskeho-713-csad,Z-BOX,Uherské Hradiště,Tř. Maršála Malinovského,713,,17.46628,49.0593
uherske-hradiste-vetrna-1017,Z-BOX,Uherské Hradiště,Větrná,1017,,17.47789,49.06013
uherske-hradiste-tr-marsala-malinovskeho-1304,Z-BOX,Uherské Hradiště,Tř. Maršalá Malinovského,1304,,17.46767,49.06142
z-box-bojkovice-bezrucova-ctvrt-516,Z-BOX,Bojkovice,Bezručova čtvrť,516,,17.81134,49.03507
bojkovice-manesova-954-1,Z-BOX,Bojkovice,Mánesova,954,,17.81053,49.0369
z-box-bojkovice-stefanikova-957,Z-BOX,Bojkovice,Štefánikova,957,,17.79969,49.03972
z-box-bojkovice-palackeho-173,Z-BOX,Bojkovice,Palackého,173,,17.81559,49.03852
praksice-praksice-278-1,Z-BOX,Prakšice,Prakšice,278,,17.63424,49.07037
uherske-hradiste-j-e-purkyne-365,Z-BOX,Uherské Hradiště,J.E. Purkyně,365,,17.45302,49.06345
z-box-uherske-hradiste-velehradska-tr-1300-billa,Z-BOX,Uherské Hradiště,Velehradská tř.,1300,,17.46404,49.06977
z-box-pasovice-pasovice-28,Z-BOX,Pašovice,Pašovice,28,,17.64479,49.07888
z-box-biskupice-u-luhacovic-biskupice-4,Z-BOX,Biskupice u Luhačovic,Biskupice,4,,17.70964,49.08429
mistrice-mistrice-368,Z-BOX,Mistřice,Mistřice,368,,17.53881,49.086
stare-mesto-hradistska-1955-1,Z-BOX,Staré město,Hradišťská,1955,,17.44729,49.07544
z-box-slavicin-hradecka-2611-tesco,Z-BOX,Slavičín,Hrádecká 2611(Tesco),,,17.88813,49.07946
z-box-luhacovice-nadrazni-282,Z-BOX,Luhačovice,Nádražní,282,,17.74981,49.09805
stare-mesto-vychodni-2260-2,Z-BOX,Staré Město u Uherského Hradiště,Východní,2260,,17.45535,49.07846
z-box-luhacovice-masarykova-200,Z-BOX,Luhačovice,Masarykova,200,,17.75566,49.10001
z-box-stare-mesto-komenskeho-1733,Z-BOX,Staré Město,Komenského,1733,,17.43386,49.07725
z-box-uherske-hradiste-pivovarska-573-necy,Z-BOX,Uherské Hradiště,Pivovarská,573,,17.50842,49.09036
z-box-uherske-hradiste-drahy-92,Z-BOX,Uherské Hradiště,Drahy,92,,17.4991,49.08903
z-box-slavicin-namesti-mezi-senky-17,Z-BOX,Slavičín,náměstí Mezi Šenky,17,,17.87477,49.08972
z-box-nedachlebice-nedachlebice-165,Z-BOX,Nedachlebice,Nedachlebice,165,,17.59146,49.10107
z-box-brumov-bylnice-vlarska-540,Z-BOX,Brumov-Bylnice,Vlárská,540,,18.01441,49.06804
z-box-brumov-bylnice-vlarska-264,Z-BOX,Brumov-Bylnice,Vlárská,264,,18.01284,49.07175
z-box-brumov-bylnice-siroka-174,Z-BOX,Brumov-Bylnice,Široká,174,,18.01476,49.07716
z-box-brumov-druzba-1187,Z-BOX,Brumov,Družba,1187,,18.01884,49.08211
z-box-brumov-druzba-1224,Z-BOX,Brumov,Družba,1224,,18.02264,49.08446
z-box-slavicin-nevsova-79,Z-BOX,Slavičín,Nevšová,79,,17.84278,49.10891
ludkovice-ludkovice-81,Z-BOX,Ludkovice,Ludkovice,81,,17.72649,49.11382
z-box-velky-orechov-velky-orechov-208,Z-BOX,Velký Ořechov,Velký Ořechov,208,,17.66932,49.11062
z-box-brumov-podzamci-859,Z-BOX,Brumov,Podzámčí,859,,18.0219,49.09243
z-box-navojna-navojna-190,Z-BOX,Návojná,Návojná,190,,18.0503,49.10672
z-box-hrivinuv-ujezd-hrivinuv-ujezd-141,Z-BOX,Hřivínův Újezd,Hřivínův Újezd,141,,17.69158,49.12077
bilovice-bilovice-400,Z-BOX,Bílovice,Bílovice,400,,17.5483,49.09972
z-box-vlachovice-vlachovice-327,Z-BOX,Vlachovice,Vlachovice,327,,17.93922,49.12503
z-box-pozlovice-retechovska-521-1,Z-BOX,Pozlovice,Řetechovská,521,1,17.76873,49.13016
