name,city,postal_code,street,building_number,orientation_number,ruian_code
Velehrad,Velehrad,68706,Hradišťská,288,0,26989808.0
Tupesy,Tupesy,68707,,135,0,4821441.0
Buchlovice,Buchlovice,68708,náměstí Svobody,283,0,25359789.0
Boršice,Boršice,68709,,147,0,4860934.0
Zlechov,Zlechov,68710,,540,0,4933052.0
Topolná,Topolná,68711,,204,0,4890957.0
Bílovice u Uherského Hradiště,Bílovice,68712,,39,0,4920287.0
Březolupy,Březolupy,68713,,434,0,4727894.0
Nedachlebice,Nedachlebice,68715,,250,0,4927257.0
Ostrožská Nová Ves,Ostrožská Nová Ves,68722,Záhumení,754,0,4702140.0
Ostrožská Lhota,Ostrožská Lhota,68723,,67,0,4903927.0
Uherský Ostroh,Uherský Ostroh,68724,Svobodova,146,0,4792815.0
Hluk,Hluk,68725,Hřbitovní,140,0,4807367.0
Šumice,Šumice,68731,,100,0,4946758.0
Nezdenice,Nezdenice,68732,,206,0,25568965.0
Hradčovice,Hradčovice,68733,,168,0,4874315.0
Záhorovice,Záhorovice,68735,,382,0,25743619.0
Polešovice,Polešovice,68737,,242,0,4775660.0
Nedakonice,Nedakonice,68738,,498,0,4716990.0
Medlovice,Medlovice,68741,,80,0,4742052.0
Osvětimany,Osvětimany,68742,,350,0,4917847.0
Nivnice,Nivnice,68751,Sídliště,999,0,4888456.0
Korytná,Korytná,68752,,297,0,4766849.0
Suchá Loz,Suchá Loz,68753,,72,0,4761294.0
Bánov u Uherského Brodu,Bánov,68754,,428,0,26988101.0
Bystřice pod Lopeníkem,Bystřice pod Lopeníkem,68755,,196,0,24973262.0
Prakšice,Prakšice,68756,,29,0,4660544.0
Vlčnov,Vlčnov,68761,,124,0,4681193.0
Dolní Němčí,Dolní Němčí,68762,Nivnická,82,0,4704983.0
Boršice u Blatnice,Boršice u Blatnice,68763,,157,0,4868552.0
Horní Němčí,Horní Němčí,68764,,98,0,4943082.0
Strání,Strání,68765,Na kopci,426,0,4747283.0
Květná,Strání,68766,náměstí Em. Zahna,168,0,4753666.0
Březová u Uherského Brodu,Březová,68767,,390,0,4732669.0
Bojkovice,Bojkovice,68771,Palackého,173,0,4646614.0
Pitín,Pitín,68772,,18,0,5027241.0
Starý Hrozenkov,Starý Hrozenkov,68774,,305,0,4903013.0
Uherský Brod 1,Uherský Brod,68801,Bří Lužů,107,0,5003181.0
Břeclav 2,Břeclav,69002,Břetislavova,1945,1,19008520.0
Břeclav 3,Břeclav,69003,Lidická,3411,33b,28348672.0
Moravský Žižkov,Moravský Žižkov,69101,Břeclavská,222,0,10020250.0
Velké Bílovice,Velké Bílovice,69102,U Školky,366,0,10139753.0
Rakvice,Rakvice,69103,Náměstí,20,0,10079084.0
Přítluky,Přítluky,69104,Poštovní,225,0,10078258.0
Zaječí,Zaječí,69105,Dlážděná,407,0,10191941.0
Velké Pavlovice,Velké Pavlovice,69106,Hlavní,49,89,10163212.0
Němčičky,Němčičky,69107,,221,0,10027297.0
Bořetice u Hustopečí,Bořetice,69108,,503,0,26956942.0
Vrbice,Vrbice,69109,,8,0,10183841.0
Kobylí na Moravě,Kobylí,69110,,500,0,9983244.0
Brumovice,Brumovice,69111,,155,0,9919139.0
Boleradice,Boleradice,69112,,376,0,9904654.0
Strachotín,Strachotín,69116,Osvobození,87,0,10096663.0
Sedlec,Sedlec,69121,,15,0,10086986.0
Pasohlávky,Pasohlávky,69122,,1,0,10036334.0
Pohořelice,Pohořelice,69123,Brněnská,3,0,10054979.0
Přibice,Přibice,69124,,348,0,10075241.0
Vranovice,Vranovice,69125,Školní,1,0,10177124.0
Pouzdřany,Pouzdřany,69126,Hlavní,99,0,10069291.0
Popice,Popice,69127,Hlavní,86,0,10065199.0
Dolní Věstonice,Dolní Věstonice,69129,Na Návsi,21,0,9941347.0
Vlasatice,Vlasatice,69130,,149,0,10175610.0
Břeclav 4,Břeclav,69141,Osvobození,270,4,18980953.0
Valtice,Valtice,69142,náměstí Svobody,18,0,10126635.0
Hlohovec u Břeclavě,Hlohovec,69143,Dědina,10,0,9950893.0
Lednice na Moravě,Lednice,69144,Zámecké náměstí,71,0,25767844.0
Podivín,Podivín,69145,Komenského,311,17,10048839.0
Ladná,Ladná,69146,Masarykova,1,64,18972683.0
Lanžhot,Lanžhot,69151,Komárnov,784,2,15294838.0
Kostice,Kostice,69152,Nová,142,2,9987479.0
Tvrdonice,Tvrdonice,69153,náměstí Míru,96,31,10112006.0
Týnec u Břeclavě,Týnec,69154,Poštovní,284,0,10120866.0
Moravská Nová Ves,Moravská Nová Ves,69155,náměstí Republiky,107,0,10007873.0
Hrušky,Hrušky,69156,Břeclavská,427,0,9965378.0
Uherčice,Uherčice,69162,,72,0,10122648.0
Velké Němčice,Velké Němčice,69163,Městečko,85,0,10158120.0
Nosislav,Nosislav,69164,Městečko,293,0,28329015.0
Křepice u Hustopečí,Křepice,69165,,25,0,9993525.0
Šakvice,Šakvice,69167,Hlavní,12,0,10099816.0
Starovičky,Starovičky,69168,,62,0,10093753.0
Diváky,Diváky,69171,,110,0,9932241.0
Klobouky u Brna,Klobouky u Brna,69172,Masarykova,757,1,9978712.0
Krumvíř,Krumvíř,69173,,184,0,23117273.0
Velké Hostěrádky,Velké Hostěrádky,69174,,65,0,10155929.0
Borkovany,Borkovany,69175,,276,0,9907661.0
Šitbořice,Šitbořice,69176,Divácká,583,0,10110585.0
Březí u Mikulova,Březí,69181,Hlavní,112,0,9922784.0
Novosedly na Moravě,Novosedly,69182,,1,0,10031472.0
Drnholec,Drnholec,69183,Kostelní,368,0,9946705.0
Dolní Dunajovice,Dolní Dunajovice,69185,Poštovní,190,0,9937072.0
Perná,Perná,69186,,130,0,10043314.0
Milovice u Mikulova,Milovice,69188,,35,0,10005358.0
Bulhary,Bulhary,69189,,88,0,9927671.0
Mikulov na Moravě,Mikulov,69201,Česká,143,7,15301281.0
Pavlov,Pavlov,69202,Na Návsi,88,0,10039562.0
Hustopeče u Brna,Hustopeče,69301,Husova,1168,5,10204342.0
Hodonín 1,Hodonín,69501,Velkomoravská,2270,6,23198095.0
Rohatec,Rohatec,69601,Květná,359,1,13531867.0
Ratíškovice,Ratíškovice,69602,U Pošty,327,0,13519212.0
Dubňany,Dubňany,69603,U Zdravotního střediska,1649,0,27393585.0
Svatobořice,Svatobořice-Mistřín,69604,Hlavní,1000,113,13565745.0
Milotice u Kyjova,Milotice,69605,Dědina,188,0,13469002.0
Vacenovice,Vacenovice,69606,Na Dědině,777,0,85304867.0
Mutěnice,Mutěnice,69611,Masarykova,201,0,26971038.0
Hovorany,Hovorany,69612,,45,0,13405713.0
Šardice,Šardice,69613,,470,0,13572814.0
Čejč,Čejč,69614,,58,0,13371312.0
Čejkovice,Čejkovice,69615,Templářská,159,0,13376608.0
Starý Poddvorov,Starý Poddvorov,69616,,230,0,26596628.0
Dolní Bojanovice,Dolní Bojanovice,69617,Prostřední,125,0,13392832.0
Lužice u Hodonína,Lužice,69618,Velkomoravská,391,316,13460331.0
Mikulčice,Mikulčice,69619,,500,0,23151196.0
Prušánky,Prušánky,69621,Hlavní,100,0,13502182.0
Bukovany,Bukovany,69631,,222,0,13370367.0
Ždánice,Ždánice,69632,Městečko,759,0,13651722.0
Archlebov,Archlebov,69633,,2,0,13351494.0
Žarošice,Žarošice,69634,,85,0,23178868.0
Dambořice,Dambořice,69635,Městečko,498,0,40014924.0
Násedlovice,Násedlovice,69636,,129,0,13485733.0
Želetice,Želetice,69637,,189,0,13654390.0
Strážovice,Strážovice,69638,,196,0,13551639.0
Lovčice,Lovčice,69639,,119,0,13454404.0
Sobůlky,Sobůlky,69640,,105,0,13543091.0
Vlkoš,Vlkoš,69641,,95,0,23174323.0
Vracov,Vracov,69642,náměstí Míru,202,0,13625021.0
Žeravice,Žeravice,69647,,40,0,13655094.0
Ježov,Ježov,69648,,187,0,13421182.0
Žádovice,Žádovice,69649,,41,0,13643436.0
Moravany,Moravany,69650,,205,0,13474766.0
Kostelec,Kostelec,69651,,260,0,13432362.0
Kyjov 3,Kyjov,69655,,4177,0,13366726.0
Vnorovy,Vnorovy,69661,Hlavní,296,0,28458796.0
Strážnice,Strážnice,69662,náměstí Svobody,494,0,23220732.0
Hroznová Lhota,Hroznová Lhota,69663,,408,0,28448626.0
Kněždub,Kněždub,69664,,140,0,13426478.0
Petrov,Petrov,69665,,283,0,13498576.0
Sudoměřice,Sudoměřice,69666,,320,0,25213199.0
Radějov u Hodonína,Radějov,69667,,7,0,13508504.0
Tvarožná Lhota,Tvarožná Lhota,69668,,190,0,13582232.0
Blatnice pod Svatým Antonínkem,Blatnice pod Svatým Antonínkem,69671,,28,0,13355350.0
Lipov,Lipov,69672,,337,0,13447572.0
Hrubá Vrbka,Hrubá Vrbka,69673,,133,0,13413601.0
Velká nad Veličkou,Velká nad Veličkou,69674,,870,0,13605402.0
Nová Lhota,Nová Lhota,69675,,355,0,13494783.0
Louka,Louka,69676,,19,0,13449893.0
Bzenec,Bzenec,69681,B. Němcové,85,0,13659774.0
Domanín,Domanín,69683,,9,0,13400720.0
Těmice,Těmice,69684,,38,0,13577999.0
Moravský Písek,Moravský Písek,69685,Sportovní,251,0,13479806.0
Kyjov 1,Kyjov,69701,třída Komenského,50,10,13688791.0
Veselí nad Moravou,Veselí nad Moravou,69801,náměstí Míru,675,0,13707841.0
Ostrava 30,Ostrava,70030,Bohumíra Četyny,1047,12,23338563.0
Ostrava 36,Ostrava,70036,Sjízdná,5554,2,25936247.0
Ostrava 37,Ostrava,70037,náměstí Antonie Bejdové,1808,7,3301346.0
Ostrava 39,Ostrava,70039,Jantarová,3344,4,41129075.0
Ostrava 45,Ostrava,70045,Na Smyčce,317,5,23339489.0
Ostrava 46,Ostrava,70046,Horní,1492,55,3251969.0
Ostrava 47,Ostrava,70047,Výškovická,714,170,25053230.0
Ostrava 1,Ostrava,70100,Poštovní,1368,20,3186458.0
Ostrava 2,Ostrava,70200,Wattova,1046,19,3205339.0
Ostrava 3,Ostrava,70300,Šalounova,778,18,3331067.0
Ostrava 4,Ostrava,70400,Rodimcevova,2011,26,3272362.0
Ostrava 8,Ostrava,70800,Čkalovova,713,47,3290395.0
Ostrava 9,Ostrava,70900,Mariánské náměstí,1041,3,3317951.0
Ostrava 12,Ostrava,71200,U Kapličky,117,4,3147665.0
Ostrava 15,Ostrava,71500,Československé armády,448,98,3356124.0
Ostrava 16,Ostrava,71600,Vrchlického,288,6,3342751.0
Ostrava 17,Ostrava,71700,U Statku,185,6,3155218.0
Ostrava 20,Ostrava,72000,Bažanova,174,4,3134717.0
Ostrava 21,Ostrava,72100,Peterkova,79,5,3385868.0
Ostrava 23,Ostrava,72300,Martinovská,3168,48,25036645.0
Ostrava 24,Ostrava,72400,Blanická,1068,187,25053515.0
Ostrava 25,Ostrava,72525,1. května,1136,162,25052829.0
Ostrava 26,Ostrava,72526,Družební,576,0,25036947.0
Ostrava 27,Ostrava,72527,Dobroslavická,83,8,3309452.0
Ostrava 28,Ostrava,72528,Postranní,398,0,26747979.0
Ostrava 29,Ostrava,72529,Hlučínská,135,0,3170527.0
Karviná 1,Karviná,73301,Masarykovo náměstí,3,2,24228486.0
Karviná 4,Karviná,73401,tř. Těreškovové,2233,28,24246221.0
Karviná 6,Karviná,73506,náměstí Budovatelů,1402,18,24252182.0
Orlová 1,Orlová,73511,Staré náměstí,1195,0,26699834.0
Orlová 4,Orlová,73514,Osvobození,796,0,16990030.0
Bohumín 3,Bohumín,73531,1. máje,265,0,18816240.0
Rychvald,Rychvald,73532,Mírová,1537,0,26195828.0
Doubrava,Doubrava,73533,,600,0,5817561.0
Stonava,Stonava,73534,,49,0,5745161.0
Horní Suchá,Horní Suchá,73535,Těrlická,936,14,5810388.0
Petřvald u Karviné,Petřvald,73541,Gen. Svobody,929,0,18168469.0
Těrlicko,Těrlicko,73542,Školní,422,1,14250268.0
Albrechtice u Českého Těšína,Albrechtice,73543,Obecní,800,0,18137580.0
Dolní Lutyně,Dolní Lutyně,73553,Koperníkova,666,0,18144055.0
Chotěbuz,Chotěbuz,73561,Chotěbuzská,250,0,23237783.0
Dětmarovice,Dětmarovice,73571,,320,0,27007308.0
Petrovice u Karviné,Petrovice u Karviné,73572,,374,0,18155367.0
Karviná 9,Karviná,73573,tř. 17. listopadu,883,2a,26015811.0
Bohumín 1,Bohumín,73581,Ad. Mickiewicze,67,0,18831796.0
Bohumín 2,Bohumín,73582,Slezská,116,0,18822185.0
Havířov 1,Havířov,73601,Dlouhá třída,464,7a,24900613.0
Havířov 21,Havířov,73608,Dlouhá třída,1161,97,24854077.0
Havířov 7,Havířov,73609,Generála Svobody,268,17,24870684.0
Český Těšín 1,Český Těšín,73701,Nádražní,1166,2a,5773407.0
Český Těšín 7,Český Těšín,73707,Kysucká,1829,14,5779952.0
Frýdek-Místek 1,Frýdek-Místek,73801,Sadová,2379,0,20438737.0
Frýdek-Místek 12,Frýdek-Místek,73802,Antonínovo náměstí,92,0,20569351.0
Baška,Baška,73901,,421,0,12446831.0
Janovice u Frýdku-Místku,Janovice,73902,,247,0,20463529.0
Pržno,Pržno,73903,,201,0,20511761.0
Pražmo,Pražmo,73904,,81,0,15337073.0
Morávka,Morávka,73905,,599,0,72885084.0
Vyšní Lhoty,Vyšní Lhoty,73906,,244,0,15378098.0
Raškovice,Raškovice,73907,,232,0,15345271.0
Nošovice,Nošovice,73909,,58,0,14210410.0
Frýdlant nad Ostravicí,Frýdlant nad Ostravicí,73911,Poštovní,310,0,20590474.0
Čeladná,Čeladná,73912,,643,0,12479136.0
Kunčice pod Ondřejníkem,Kunčice pod Ondřejníkem,73913,,569,0,14158698.0
Ostravice,Ostravice,73914,,603,0,15388531.0
Staré Hamry,Staré Hamry,73915,,283,0,15362949.0
Paskov,Paskov,73921,Nádražní,700,0,20508727.0
Soběšovice,Soběšovice,73922,,10,0,15355721.0
Stará Ves nad Ondřejnicí,Stará Ves nad Ondřejnicí,73923,Zámecká,202,0,20530196.0
Krmelín,Krmelín,73924,Kostelní,70,0,14148501.0
Sviadnov,Sviadnov,73925,Ostravská,26,0,20534809.0
Frýdek-Místek 4,Frýdek-Místek,73930,K Sedlištím,370,0,20480695.0
Řepiště,Řepiště,73931,Mírová,178,0,20519583.0
Vratimov 1,Vratimov,73932,Frýdecká,853,57,12554359.0
Vratimov 3,Vratimov,73933,Vratimovská,258,0,12510173.0
Šenov u Ostravy,Šenov,73934,Radniční náměstí,300,0,20541538.0
Václavovice,Václavovice,73935,Obecní,150,0,20555580.0
Sedliště,Sedliště,73936,,170,0,15351483.0
Horní Bludovice,Horní Bludovice,73937,,434,0,14110989.0
Dolní Domaslavice,Dolní Domaslavice,73938,,4,0,12500810.0
Lučina,Lučina,73939,,1,0,14170850.0
Palkovice,Palkovice,73941,,265,0,15326381.0
Frýdek-Místek 8,Frýdek-Místek,73942,Františka Prokopa,110,0,20448244.0
Staříč,Staříč,73943,Fryčovická,335,0,15368530.0
Brušperk,Brušperk,73944,Kostelní,48,0,20407611.0
Fryčovice,Fryčovice,73945,,83,0,14099080.0
Hukvaldy,Hukvaldy,73946,,175,0,14225158.0
Kozlovice,Kozlovice,73947,,343,0,14132907.0
Metylovice,Metylovice,73949,,146,0,14178028.0
Dobrá,Dobrá,73951,,230,0,12490423.0
Dobratice,Dobratice,73952,,61,0,12498203.0
Hnojník,Hnojník,73953,,116,0,14106213.0
Komorní Lhotka,Komorní Lhotka,73954,,26,0,20468547.0
Smilovice u Třince,Smilovice,73955,,13,0,15353664.0
Ropice,Ropice,73956,,110,0,12526541.0
Střítež,Střítež,73959,,213,0,15372871.0
Třinec 1,Třinec,73961,Poštovní,207,0,12558567.0
Třinec 3,Třinec,73963,Jablunkovská,406,0,12568015.0
Třinec 8,Třinec,73964,Frýdecká,77,0,26645432.0
Milíkov,Milíkov,73981,,130,0,20493843.0
Dolní Lomná,Dolní Lomná,73982,,164,0,14094517.0
Písek,Písek,73984,,51,0,15332187.0
Bukovec,Bukovec,73985,,107,0,12457248.0
Jablunkov,Jablunkov,73991,Bukovecká,106,0,26430819.0
Návsí,Návsí,73992,,511,0,20455054.0
Třanovice,Třanovice,73993,,250,0,15404251.0
Vendryně,Vendryně,73994,,600,0,20564643.0
Bystřice nad Olší,Bystřice,73995,,324,0,12463094.0
Nýdek,Nýdek,73996,,251,0,14214997.0
Hrádek,Hrádek,73997,,352,0,14124211.0
Mosty u Jablunkova,Mosty u Jablunkova,73998,,986,0,14206757.0
Nový Jičín 1,Nový Jičín,74101,Gen. Hlaďo,1849,25,25922548.0
Nový Jičín 3,Nový Jičín,74103,Za Potokem,90,0,8249857.0
Suchdol nad Odrou,Suchdol nad Odrou,74201,Malá strana,238,0,8314071.0
Studénka 1,Studénka,74211,2. května,7,0,8496251.0
Studénka 3,Studénka,74213,Sjednocení,763,0,25404938.0
Kopřivnice,Kopřivnice,74221,Štefánikova,1163,12,8458600.0
Starý Jičín,Starý Jičín,74231,,132,0,8301786.0
Jeseník nad Odrou,Jeseník nad Odrou,74233,,256,0,8211043.0
Vražné,Vražné,74234,,37,0,8475253.0
Odry,Odry,74235,Masarykovo náměstí,1,1,8464154.0
Jakubčovice nad Odrou,Jakubčovice nad Odrou,74236,Oderská,100,0,8203628.0
Spálov,Spálov,74237,,62,0,8293279.0
Bernartice nad Odrou,Bernartice nad Odrou,74241,,200,0,8171068.0
Šenov u Nového Jičína,Šenov u Nového Jičína,74242,Dukelská,174,0,8402159.0
Pustějov,Pustějov,74243,,54,0,8276846.0
Kujavy,Kujavy,74244,,151,0,8234205.0
Fulnek 1,Fulnek,74245,náměstí Komenského,16,0,8441731.0
Fulnek 3,Fulnek,74246,,86,0,8255938.0
Hladké Životice,Hladké Životice,74247,Hlavní,208,0,8191221.0
Mošnov,Mošnov,74251,,175,0,8268517.0
Kunín,Kunín,74253,,56,0,8235694.0
Bartošovice,Bartošovice,74254,,135,0,8166510.0
Albrechtičky,Albrechtičky,74255,,131,0,8163901.0
Sedlnice,Sedlnice,74256,,130,0,8283753.0
Libhošť,Libhošť,74257,,230,0,8241422.0
Příbor,Příbor,74258,Jičínská,240,0,8483876.0
Skotnice,Skotnice,74259,,24,0,8287121.0
Petřvald u Nového Jičína,Petřvald,74260,,18,0,8476811.0
Trnávka u Nového Jičína,Trnávka,74261,,106,0,8337594.0
Rybí,Rybí,74265,,35,0,8279462.0
Štramberk,Štramberk,74266,Zauličí,265,0,8319804.0
Ženklava,Ženklava,74267,,131,0,8378002.0
Hodslavice,Hodslavice,74271,,78,0,8192987.0
Mořkov,Mořkov,74272,Mlýnská,61,0,8260281.0
Veřovice,Veřovice,74273,,670,0,78444551.0
Tichá,Tichá,74274,,1,0,8327882.0
Lichnov,Lichnov,74275,,90,0,8244910.0
Bravantice,Bravantice,74281,,223,0,8181217.0
Jistebník,Jistebník,74282,,331,0,8216401.0
Klimkovice,Klimkovice,74283,Náměstí,31,0,8223572.0
Vřesina u Bílovce,Vřesina,74285,Hlavní,24,0,8364885.0
Velké Albrechtice,Velké Albrechtice,74291,,248,0,8353298.0
Bílovec 5,Bílovec,74292,,35,0,8252424.0
Slatina u Bílovce,Slatina,74293,,170,0,8291772.0
Tísek,Tísek,74294,,62,0,8334242.0
Trojanovice,Trojanovice,74296,,1,0,82036497.0
Bílovec 1,Bílovec,74301,Městský kopec,1138,3,26259630.0
Frenštát pod Radhoštěm,Frenštát pod Radhoštěm,74401,náměstí Míru,22,0,8422028.0
Opava 1,Opava,74601,U Fortny,49,10,24372790.0
Opava 8,Opava,74608,Těšínská,2914,44,26058286.0
Opava 5,Opava,74705,Partyzánská,1521,7,24370428.0
Kozmice u Hlučína,Kozmice,74711,Poručíka Hoši,528,2c,40343723.0
Ludgeřovice,Ludgeřovice,74714,Markvartovická,42,33,4576535.0
Šilheřovice,Šilheřovice,74715,Střední,117,0,4408535.0
Hať u Hlučína,Hať,74716,Lipová,357,86,4290739.0
Darkovice,Darkovice,74717,Dlouhá,180,37,4286201.0
Píšť,Píšť,74718,Opavská,177,19,4362624.0
Bohuslavice u Hlučína,Bohuslavice,74719,Opavská,134,0,4384393.0
Vřesina,Vřesina,74720,21. dubna,247,1,4573048.0
Kravaře u Hlučína,Kravaře,74721,Poštovní,71,2,4437691.0
Dolní Benešov,Dolní Benešov,74722,Poštovní,83,0,4306040.0
Bolatice,Bolatice,74723,Hlučínská,685,4,4596099.0
Chuchelná,Chuchelná,74724,K. M. Lichnovského,267,0,4570243.0
Sudice,Sudice,74725,Hlavní,148,0,4416899.0
Rohov,Rohov,74726,Hlavní,51,0,4388852.0
Kobeřice,Kobeřice,74727,Hlučínská,888,0,79037666.0
Štěpánkovice,Štěpánkovice,74728,Poštovní,364,1,4554744.0
Strahovice,Strahovice,74730,,190,0,4382692.0
Velké Hoštice,Velké Hoštice,74731,Zámecká,74,0,4450256.0
Chlebičov,Chlebičov,74732,Hlavní,65,0,4548281.0
Oldřišov,Oldřišov,74733,Hlinská,90,0,4378296.0
Hněvošice,Hněvošice,74735,Opavská,170,0,4414535.0
Hradec nad Moravicí,Hradec nad Moravicí,74741,Opavská,687,0,4338766.0
Žimrovice,Hradec nad Moravicí,74742,Meleček,90,0,27220231.0
Větřkovice u Vítkova,Větřkovice,74743,,197,0,4534701.0
Březová u Vítkova,Březová,74744,,106,0,4559509.0
Skřipov,Skřipov,74745,,244,0,73548634.0
Vítkov 3,Vítkov,74747,,75,0,25223631.0
Stěbořice,Stěbořice,74751,,17,0,4265131.0
Hlavnice,Hlavnice,74752,,168,0,28334302.0
Jakartovice,Jakartovice,74753,,95,0,4461045.0
Mladecko,Mladecko,74754,,19,0,27580628.0
Litultovice,Litultovice,74755,,51,0,4375459.0
Dolní Životice,Dolní Životice,74756,Štáblovská,35,0,4347404.0
Slavkov u Opavy,Slavkov,74757,Ludvíka Svobody,25,0,4370384.0
Raduň,Raduň,74761,Poštovní,239,0,4258894.0
Mokré Lazce,Mokré Lazce,74762,Pavla Křížkovského,158,0,4303741.0
Hrabyně 1,Hrabyně,74763,,1,0,4573773.0
Velká Polom,Velká Polom,74764,Osvoboditelů,217,0,4279468.0
Hlubočec,Hlubočec,74765,,95,0,4563409.0
Dolní Lhota,Dolní Lhota,74766,Poštovní,250,0,4628748.0
Hrabyně 3,Hrabyně,74767,,204,0,4575652.0
Kyjovice,Kyjovice,74768,,2,0,4633857.0
Pustá Polom,Pustá Polom,74769,Poštovní,73,0,4298837.0
Brumovice,Brumovice,74771,Hlavní,75,56,4528123.0
Vávrovice,Opava,74773,Jantarová,288,18,30934427.0
Neplachovice,Neplachovice,74774,Školní,207,0,4284011.0
Velké Heraltice,Velké Heraltice,74775,Nad Poštou,91,0,4261925.0
Otice,Otice,74781,Hlavní,1,0,4294653.0
Štáblovice,Štáblovice,74782,,166,0,4347021.0
Melč,Melč,74784,,81,0,4273524.0
Kružberk,Kružberk,74786,,43,0,4276001.0
Budišov nad Budišovkou,Budišov nad Budišovkou,74787,9. května,40,0,4351096.0
Štítina,Štítina,74791,Hlavní,68,0,4565304.0
Háj ve Slezsku,Háj ve Slezsku,74792,Antonína Vaška,5,0,4544170.0
Děhylov,Děhylov,74794,Výstavní,179,17,4369203.0
Suché Lazce,Opava,74795,Přerovecká,9,21,24367311.0
Hlučín,Hlučín,74801,Školní,1076,4,4617509.0
Darkovičky,Hlučín,74802,Nový svět,302,2,4606451.0
Bobrovníky,Hlučín,74803,Rekreační,394,9,78688744.0
Vítkov 1,Vítkov,74901,Pivovarská,325,0,25922653.0
Přerov 2,Přerov,75002,Kratochvílova,114,4,27152944.0
Tovačov,Tovačov,75101,Náměstí,21,0,11338156.0
Troubky nad Bečvou,Troubky,75102,Vrbí,425,13,11178078.0
Brodek u Přerova,Brodek u Přerova,75103,Masarykovo náměstí,100,0,11048271.0
Rokytnice,Rokytnice,75104,,348,0,11154586.0
Kokory,Kokory,75105,,57,0,11091631.0
Majetín,Majetín,75106,Lipová,25,0,16187733.0
Stará Ves u Přerova,Stará Ves,75107,,75,0,11164646.0
Bochoř,Bochoř,75108,Náves,364,14,11045591.0
Radslavice,Radslavice,75111,Na Návsi,103,0,11146877.0
Pavlovice u Přerova,Pavlovice u Přerova,75112,,101,0,11133503.0
Dřevohostice,Dřevohostice,75114,Náměstí,67,0,11067357.0
Domaželice u Přerova,Domaželice,75115,,123,0,11066423.0
Želatovice,Želatovice,75116,,156,0,11205750.0
Horní Moštěnice,Horní Moštěnice,75117,Dr. A. Stojana,14,8,11075121.0
Říkovice,Říkovice,75118,,7,0,11156112.0
Vlkoš u Přerova,Vlkoš,75119,Náves,101,13,11195827.0
Prosenice,Prosenice,75121,Na Loukách,219,0,11141484.0
Osek nad Bečvou,Osek nad Bečvou,75122,,65,0,11126418.0
Dolní Újezd,Dolní Újezd,75123,,155,0,11063891.0
Veselíčko u Lipníka nad Bečvou,Veselíčko,75125,,68,0,11191767.0
Lipník nad Bečvou,Lipník nad Bečvou,75131,Novosady,29,17,11311321.0
Týn nad Bečvou,Týn nad Bečvou,75132,Náves B. Smetany,68,0,11183756.0
Jezernice,Jezernice,75135,,82,0,11327707.0
Křenovice u Kojetína,Křenovice,75141,,52,0,11096772.0
Měrovice nad Hanou,Měrovice nad Hanou,75142,,11,0,11113332.0
Polkovice,Polkovice,75144,,15,0,11136111.0
Přerov 1,Přerov,75151,Husova,2846,2,11226293.0
Kojetín,Kojetín,75201,náměstí Dr. E. Beneše,5,0,11295589.0
Hranice 1,Hranice,75301,Tř. 1. máje,1901,0,25218867.0
Teplice nad Bečvou,Teplice nad Bečvou,75351,,53,0,11172622.0
Skalička u Hranic,Skalička,75352,,34,0,11157810.0
Všechovice,Všechovice,75353,,17,0,27027481.0
Soběchleby,Soběchleby,75354,,6,0,11159162.0
Paršovice,Paršovice,75355,,98,0,11130971.0
Opatovice u Hranic,Opatovice,75356,Záhorská,9,0,11121394.0
Hranice 4,Hranice,75361,Nám. Osvobození,56,0,11286105.0
Potštát,Potštát,75362,Bočkovo náměstí,11,0,11334037.0
Střítež nad Ludinou,Střítež nad Ludinou,75363,,122,0,11168285.0
Bělotín,Bělotín,75364,,151,0,11036214.0
Polom,Polom,75365,,95,0,11138572.0
Hustopeče nad Bečvou,Hustopeče nad Bečvou,75366,Dlouhá,92,0,11085991.0
Milotice nad Bečvou,Milotice nad Bečvou,75367,,59,0,11117630.0
Černotín,Černotín,75368,,1,0,11058692.0
Vsetín 1,Vsetín,75501,Mostecká,1144,0,24303844.0
Vsetín 4,Vsetín,75504,Ohrada,1851,0,24310760.0
Hovězí,Hovězí,75601,,1,0,17044863.0
Huslenky,Huslenky,75602,,426,0,21626499.0
Halenkov,Halenkov,75603,,409,0,21612889.0
Nový Hrozenkov,Nový Hrozenkov,75604,,455,0,21658625.0
Karolinka,Karolinka,75605,Radniční náměstí,42,0,17072751.0
Velké Karlovice,Velké Karlovice,75606,,15,0,17166187.0
Zděchov,Zděchov,75607,,175,0,21681465.0
Valašská Polanka,Valašská Polanka,75611,,344,0,17149908.0
Horní Lideč,Horní Lideč,75612,,104,0,17042704.0
Prlov,Prlov,75613,,141,0,17110734.0
Francova Lhota,Francova Lhota,75614,,437,0,17026571.0
Lidečko,Lidečko,75615,,467,0,17091781.0
Ratiboř,Ratiboř,75621,,75,0,17125294.0
Hošťálková u Vsetína,Hošťálková,75622,,35,0,74585185.0
Jablůnka,Jablůnka,75623,,365,0,21633606.0
Bystřička,Bystřička,75624,,159,0,17017513.0
Růžďka,Růžďka,75625,,320,0,17133408.0
Valašská Bystřice,Valašská Bystřice,75627,,316,0,17141290.0
Liptál,Liptál,75631,,81,0,17092973.0
Lešná,Lešná,75641,,35,0,21642699.0
Choryně,Choryně,75642,,199,0,17064597.0
Kelč,Kelč,75643,,30,0,21683301.0
